_key,id,str_id,name,link,icon
74,74,lit_redstone_ore,Lit Redstone Ore,,Redstone Ore
75,75,unlit_redstone_torch,Unlit Redstone Torch,,
76,76,redstone_torch,Redstone Torch,,
77,77,stone_button,Stone Button,,
78,78,snow_layer,Snow,,
79,79,ice,Ice,,
80,80,snow,Snow Block,,
81,81,cactus,Cactus,,
82,82,clay,Clay Block,,
83,83,reeds,Sugar cane,,
84,84,jukebox,Jukebox,,
85,85,fence,Wooden Fence,,fences
86,86,pumpkin,Pumpkin,,
87,87,netherrack,Netherrack,,
88,88,soul_sand,Soul Sand,,
89,89,glowstone,Glowstone,,
90,90,portal,Nether Portal,,
91,91,lit_pumpkin,Jack o'Lantern,,
92,92,cake,Cake,,
93,93,unpowered_repeater,Unpowered Redstone Repeater,,
94,94,powered_repeater,Powered Redstone Repeater,,
95,95,invisibleBedrock,Invisible Bedrock,,
96,96,trapdoor,Oak Trapdoor,,
97,97,monster_egg,Infested Block,,Infested Blocks
98,98,stonebrick,Stone Bricks,,
99,99,brown_mushroom_block,brown_mushroom_block,Mushroom,Brown Mushroom Block
100,100,red_mushroom_block,Red Mushroom Block,,
101,101,iron_bars,Iron Bars,,
102,102,glass_pane,Glass Pane,,
103,103,melon_block,Melon,,
104,104,pumpkin_stem,Pumpkin Stem,,
105,105,melon_stem,Melon Stem,,
106,106,vine,Vines,,
107,107,fence_gate,Oak Fence Gate,,
108,108,brick_stairs,Brick Stairs,,
109,109,stone_brick_stairs,Stone Brick Stairs,,
110,110,mycelium,Mycelium,,
111,111,waterlily,Lily Pad,,
112,112,nether_brick,Nether Brick Block,,
113,113,nether_brick_fence,Nether Brick Fence,,
114,114,nether_brick_stairs,Nether Brick Stairs,,
115,115,nether_wart,Nether Wart,,
116,116,enchanting_table,Enchantment Table,,
117,117,brewing_stand,Brewing Stand,,
118,118,cauldron,Cauldron,,
119,119,end_portal,End Portal,,
120,120,end_portal_frame,End Portal Frame,,
121,121,end_stone,End Stone,,
122,122,dragon_egg,Dragon Egg,,
123,123,redstone_lamp,Redstone Lamp,,
124,124,lit_redstone_lamp,Lit Redstone Lamp,,
125,125,dropper,Dropper,,
126,126,activator_rail,Activator Rail,,
127,127,cocoa,Cocoa,,
128,128,sandstone_stairs,Sandstone Stairs,,
129,129,emerald_ore,Emerald Ore,,
130,130,ender_chest,Ender Chest,,
131,131,tripwire_hook,Tripwire Hook,,
132,132,tripwire,Tripwire,,
133,133,emerald_block,Block of Emerald,,
134,134,spruce_stairs,Spruce Wood Stairs,,
135,135,birch_stairs,Birch Wood Stairs,,
136,136,jungle_stairs,Jungle Wood Stairs,,
137,137,command_block,Impulse Command Block,,
138,138,beacon,Beacon,,
139,139,cobblestone_wall,cobblestone_wall,Cobblestone Wall ,Cobblestone Wall 
140,140,flower_pot,Flower Pot,,
141,141,carrots,Carrots,,
142,142,potatoes,Potatoes,,
143,143,wooden_button,Oak Button,,
144,144,skull,Skull,,Skulls
145,145,anvil,Anvil,,
146,146,trapped_chest,Trapped Chest,,
147,147,light_weighted_pressure_plate,Light Weighted Pressure Plate,,
148,148,heavy_weighted_pressure_plate,Heavy Weighted Pressure Plate,,
149,149,unpowered_comparator,Unpowered Redstone Comparator,,
150,150,powered_comparator,Powered Redstone Comparator,,
151,151,daylight_detector,Daylight Sensor,,
152,152,redstone_block,Block of Redstone,,
153,153,quartz_ore,Nether Quartz Ore,,
154,154,hopper,Hopper,,
155,155,quartz_block,quartz_block,Block of Quartz,Block of Quartz
156,156,quartz_stairs,Quartz Stairs,,
157,157,double_wooden_slab,Double Wood Slab,,Double Wood Slabs
158,158,wooden_slab,Wooden Slab,,Wood Slabs
159,159,stained_hardened_clay,Terracotta,,
160,160,stained_glass_pane,Stained Glass Pane,,Stained Glass Panes
161,161,leaves2,leaves2,Acacia Leaves,Acacia Leaves
162,162,log2,log2,Acacia Log,Acacia Log
163,163,acacia_stairs,Acacia Wood Stairs,,
164,164,dark_oak_stairs,Dark Oak Wood Stairs,,
165,165,slime,Slime Block,,
167,167,iron_trapdoor,Iron Trapdoor,,
168,168,prismarine,prismarine,Prismarine,Prismarine
169,169,sealantern,Sea Lantern,,
170,170,hay_block,Hay Bale,,
171,171,carpet,Carpet,,Carpets
172,172,hardened_clay,Terracotta,,
173,173,coal_block,Block of Coal,,
174,174,packed_ice,Packed Ice,,
175,175,double_plant,Double Plant,,tall grass
176,176,standing_banner,Banner,,Banners
177,177,wall_banner,Wall Banner,,Wall Banners
178,178,daylight_detector_inverted,Inverted Daylight Detector,,
179,179,red_sandstone,red_sandstone,Red Sandstone,Red Sandstone
180,180,red_sandstone_stairs,Red Sandstone Stairs,,
181,181,double_stone_slab2,double_stone_slab2,Red Sandstone Slab,Red Sandstone Slab
182,182,stone_slab2,stone_slab2,Red Sandstone Slab,Red Sandstone Slab
183,183,spruce_fence_gate,Spruce Fence Gate,,
184,184,birch_fence_gate,Birch Fence Gate,,
185,185,jungle_fence_gate,Jungle Fence Gate,,
186,186,dark_oak_fence_gate,Dark Oak Fence Gate,,
187,187,acacia_fence_gate,Acacia Fence Gate,,
188,188,repeating_command_block,Repeating Command Block,,
189,189,chain_command_block,Chain Command Block,,
190,190,hard_glass_pane,Hardened Glass Pane,,
191,191,hard_stained_glass_pane,Hardened Stained Glass Pane,,Hardened Stained Glass Panes
192,192,chemical_heat,Heat Block,,
193,193,spruce_door,Spruce Door,,
194,194,birch_door,Birch Door,,
195,195,jungle_door,Jungle Door,,
196,196,acacia_door,Acacia Door,,
197,197,dark_oak_door,Dark Oak Door,,
198,198,grass_path,Dirt Path,,
199,199,frame,Item Frame,,
200,200,chorus_flower,Chorus Flower,,
201,201,purpur_block,purpur_block,Purpur Block,Purpur Block
202,202,colored_torch_rg,colored_torch_rg,Red Torch,Red Torch
203,203,purpur_stairs,Purpur Stairs,,
204,204,colored_torch_bp,colored_torch_bp,Blue Torch,Blue Torch
205,205,undyed_shulker_box,Shulker Box,,
206,206,end_bricks,End Stone Bricks,,
207,207,frosted_ice,Frosted Ice,,
208,208,end_rod,End Rod,,
209,209,end_gateway,End Gateway,,
210,210,allow,Allow,,
211,211,deny,Deny,,
212,212,border_block,Border,,
213,213,magma,Magma Block,,
214,214,nether_wart_block,Nether Wart Block,,
215,215,red_nether_brick,Red Nether Brick Block,,
216,216,bone_block,Bone Block,,
217,217,structure_void,Structure Void,,
218,218,shulker_box,Dyed Shulker Box,,shulker boxes
219,219,purple_glazed_terracotta,Purple Glazed Terracotta,,
220,220,white_glazed_terracotta,White Glazed Terracotta,,
221,221,orange_glazed_terracotta,Orange Glazed Terracotta,,
222,222,magenta_glazed_terracotta,Magenta Glazed Terracotta,,
223,223,light_blue_glazed_terracotta,Light Blue Glazed Terracotta,,
224,224,yellow_glazed_terracotta,Yellow Glazed Terracotta,,
225,225,lime_glazed_terracotta,Lime Glazed Terracotta,,
226,226,pink_glazed_terracotta,Pink Glazed Terracotta,,
227,227,gray_glazed_terracotta,Gray Glazed Terracotta,,
228,228,silver_glazed_terracotta,Light Gray Glazed Terracotta,,
229,229,cyan_glazed_terracotta,Cyan Glazed Terracotta,,
230,230,chalkboard,Chalkboard,,
231,231,blue_glazed_terracotta,Blue Glazed Terracotta,,
232,232,brown_glazed_terracotta,Brown Glazed Terracotta,,
233,233,green_glazed_terracotta,Green Glazed Terracotta,,
234,234,red_glazed_terracotta,Red Glazed Terracotta,,
235,235,black_glazed_terracotta,Black Glazed Terracotta,,
236,236,concrete,Concrete,,
237,237,concretepowder,Concrete Powder,,
238,238,chemistry_table,Chemistry Table,,compound creator
239,239,underwater_torch,Underwater Torch,,
240,240,chorus_plant,Chorus Plant,,
241,241,stained_glass,Stained Glass,,
242,242,camera,Camera,,
243,243,podzol,Podzol,,
244,244,beetroot,Beetroot,,
245,245,stonecutter,Stonecutter,,
246,246,glowingobsidian,Glowing Obsidian,,
247,247,netherreactor,Nether Reactor Core,,
248,248,info_update,Info Update,,
249,249,info_update2,Info Update 2,,
250,250,movingBlock,Moving Block,,
251,251,observer,Observer,,
252,252,structure_block,Structure Block,,
253,253,hard_glass,Hardened Glass,,
254,254,hard_stained_glass,Hardened Stained Glass,,
255,255,reserved6,Reserved6,,
257,257,prismarine_stairs,Prismarine Stairs,,
258,258,dark_prismarine_stairs,Dark Prismarine Stairs,,
259,259,prismarine_bricks_stairs,Prismarine Brick Stairs,,
260,260,stripped_spruce_log,Stripped Spruce Log,,
261,261,stripped_birch_log,Stripped Birch Log,,
262,262,stripped_jungle_log,Stripped Jungle Log,,
263,263,stripped_acacia_log,Stripped Acacia Log,,
264,264,stripped_dark_oak_log,Stripped Dark Oak Log,,
265,265,stripped_oak_log,Stripped Oak Log,,
266,266,blue_ice,Blue Ice,,
267,267,element_1,Hydrogen,,
268,268,element_2,Helium,,
269,269,element_3,Lithium,,
270,270,element_4,Beryllium,,
271,271,element_5,Boron,,
272,272,element_6,Carbon,,
273,273,element_7,Nitrogen,,
274,274,element_8,Oxygen,,
275,275,element_9,Fluorine,,
276,276,element_10,Neon,,
277,277,element_11,Sodium,,
278,278,element_12,Magnesium,,
279,279,element_13,Aluminum,,
280,280,element_14,Silicon,,
281,281,element_15,Phosphorus,,
282,282,element_16,Sulfur,,
283,283,element_17,Chlorine,,
284,284,element_18,Argon,,
285,285,element_19,Potassium,,
286,286,element_20,Calcium,,
287,287,element_21,Scandium,,
288,288,element_22,Titanium,,
289,289,element_23,Vanadium,,
290,290,element_24,Chromium,,
291,291,element_25,Manganese,,
292,292,element_26,Iron,,
293,293,element_27,Cobalt,,
294,294,element_28,Nickel,,
295,295,element_29,Copper,,
296,296,element_30,Zinc,,
297,297,element_31,Gallium,,
298,298,element_32,Germanium,,
299,299,element_33,Arsenic,,
300,300,element_34,Selenium,,
301,301,element_35,Bromine,,
302,302,element_36,Krypton,,
303,303,element_37,Rubidium,,
304,304,element_38,Strontium,,
305,305,element_39,Yttrium,,
306,306,element_40,Zirconium,,
307,307,element_41,Niobium,,
308,308,element_42,Molybdenum,,
309,309,element_43,Technetium,,
310,310,element_44,Ruthenium,,
311,311,element_45,Rhodium,,
312,312,element_46,Palladium,,
313,313,element_47,Silver,,
314,314,element_48,Cadmium,,
315,315,element_49,Indium,,
316,316,element_50,Tin,,
317,317,element_51,Antimony,,
318,318,element_52,Tellurium,,
319,319,element_53,Iodine,,
320,320,element_54,Xenon,,
321,321,element_55,Cesium,,
322,322,element_56,Barium,,
323,323,element_57,Lanthanum,,
324,324,element_58,Cerium,,
325,325,element_59,Praseodymium,,
326,326,element_60,Neodymium,,
327,327,element_61,Promethium,,
328,328,element_62,Samarium,,
329,329,element_63,Europium,,
330,330,element_64,Gadolinium,,
331,331,element_65,Terbium,,
332,332,element_66,Dysprosium,,
333,333,element_67,Holmium,,
334,334,element_68,Erbium,,
335,335,element_69,Thulium,,
336,336,element_70,Ytterbium,,
337,337,element_71,Lutetium,,
338,338,element_72,Hafnium,,
339,339,element_73,Tantalum,,
340,340,element_74,Tungsten,,
341,341,element_75,Rhenium,,
342,342,element_76,Osmium,,
343,343,element_77,Iridium,,
344,344,element_78,Platinum,,
345,345,element_79,Gold,,
346,346,element_80,Mercury,,
347,347,element_81,Thallium,,
348,348,element_82,Lead,,
349,349,element_83,Bismuth,,
350,350,element_84,Polonium,,
351,351,element_85,Astatine,,
352,352,element_86,Radon,,
353,353,element_87,Francium,,
354,354,element_88,Radium,,
355,355,element_89,Actinium,,
356,356,element_90,Thorium,,
357,357,element_91,Protactinium,,
358,358,element_92,Uranium,,
359,359,element_93,Neptunium,,
360,360,element_94,Plutonium,,
361,361,element_95,Americium,,
362,362,element_96,Curium,,
363,363,element_97,Berkelium,,
364,364,element_98,Californium,,
365,365,element_99,Einsteinium,,
366,366,element_100,Fermium,,
367,367,element_101,Mendelevium,,
368,368,element_102,Nobelium,,
369,369,element_103,Lawrencium,,
370,370,element_104,Rutherfordium,,
371,371,element_105,Dubnium,,
372,372,element_106,Seaborgium,,
373,373,element_107,Bohrium,,
374,374,element_108,Hassium,,
375,375,element_109,Meitnerium,,
376,376,element_110,Darmstadtium,,
377,377,element_111,Roentgenium,,
378,378,element_112,Copernicium,,
379,379,element_113,Nihonium,,
380,380,element_114,Flerovium,,
381,381,element_115,Moscovium,,
382,382,element_116,Livermorium,,
383,383,element_117,Tennessine,,
384,384,element_118,Oganesson,,
385,385,seagrass,Seagrass,,
386,386,coral,Coral,,
387,387,coral_block,Coral Block,,Coral Blocks
388,388,coral_fan,Coral Fan,,Coral Fans
389,389,coral_fan_dead,Dead Coral Fan,,Dead Coral Fans
390,390,coral_fan_hang,coral_fan_hang,Coral Fan,coral fans
391,391,coral_fan_hang2,coral_fan_hang2,Coral Fan,coral fans
392,392,coral_fan_hang3,coral_fan_hang3,Coral Fan,coral fans
393,393,kelp,Kelp,,
394,394,dried_kelp_block,Dried Kelp Block,,
395,395,acacia_button,Acacia Button,,
396,396,birch_button,Birch Button,,
397,397,dark_oak_button,Dark Oak Button,,
398,398,jungle_button,Jungle Button,,
399,399,spruce_button,Spruce Button,,
400,400,acacia_trapdoor,Acacia Trapdoor,,
401,401,birch_trapdoor,Birch Trapdoor,,
402,402,dark_oak_trapdoor,Dark Oak Trapdoor,,
403,403,jungle_trapdoor,Jungle Trapdoor,,
404,404,spruce_trapdoor,Spruce Trapdoor,,
405,405,acacia_pressure_plate,Acacia Pressure Plate,,
406,406,birch_pressure_plate,Birch Pressure Plate,,
407,407,dark_oak_pressure_plate,Dark Oak Pressure Plate,,
408,408,jungle_pressure_plate,Jungle Pressure Plate,,
409,409,spruce_pressure_plate,Spruce Pressure Plate,,
410,410,carved_pumpkin,Carved Pumpkin,,
411,411,sea_pickle,Sea Pickle,,
412,412,conduit,Conduit,,
414,414,turtle_egg,Sea Turtle Egg,,
415,415,bubble_column,Bubble Column,,
416,416,barrier,Barrier,,
417,417,stone_slab3,stone_slab3,End Stone Brick Slab,End Stone Brick Slab
418,418,bamboo,Bamboo,,
419,419,bamboo_sapling,Bamboo Sapling,,
420,420,scaffolding,Scaffolding,,
421,421,stone_slab4,stone_slab4,Mossy Stone Brick Slab,Mossy Stone Brick Slab
422,422,double_stone_slab3,double_stone_slab3,Double End Stone Brick Slab,Double End Stone Brick Slab
423,423,double_stone_slab4,double_stone_slab4,Double Mossy Stone Brick Slab,Double Mossy Stone Brick Slab
424,424,granite_stairs,Granite Stairs,,
425,425,diorite_stairs,Diorite Stairs,,
426,426,andesite_stairs,Andesite Stairs,,
427,427,polished_granite_stairs,Polished Granite Stairs,,
428,428,polished_diorite_stairs,Polished Diorite Stairs,,
429,429,polished_andesite_stairs,Polished Andesite Stairs,,
430,430,mossy_stone_brick_stairs,Mossy Stone Brick Stairs,,
431,431,smooth_red_sandstone_stairs,Smooth Red Sandstone Stairs,,
432,432,smooth_sandstone_stairs,Smooth Sandstone Stairs,,
433,433,end_brick_stairs,End Stone Brick Stairs,,
434,434,mossy_cobblestone_stairs,Mossy Cobblestone Stairs,,
435,435,normal_stone_stairs,Stone Stairs,,
436,436,spruce_standing_sign,Spruce Sign,,
437,437,spruce_wall_sign,Spruce Wall Sign,,
438,438,smooth_stone,Smooth Stone,,
439,439,red_nether_brick_stairs,Red Nether Brick Stairs,,
440,440,smooth_quartz_stairs,Smooth Quartz Stairs,,
441,441,birch_standing_sign,Birch Sign,,
442,442,birch_wall_sign,Birch Wall Sign,,
443,443,jungle_standing_sign,Jungle Sign,,
444,444,jungle_wall_sign,Jungle Wall Sign,,
445,445,acacia_standing_sign,Acacia Sign,,
446,446,acacia_wall_sign,Acacia Wall Sign,,
447,447,darkoak_standing_sign,Dark Oak Sign,,
448,448,darkoak_wall_sign,Dark Oak Wall Sign,,
449,449,lectern,Lectern,,
450,450,grindstone,Grindstone,,
451,451,blast_furnace,Blast Furnace,,
452,452,stonecutter_block,Stonecutter,,
453,453,smoker,Smoker,,
454,454,lit_smoker,Lit Smoker,,
455,455,cartography_table,Cartography Table,,
456,456,fletching_table,Fletching Table,,
457,457,smithing_table,Smithing Table,,
458,458,barrel,Barrel,,
459,459,loom,Loom,,
461,461,bell,Bell,,
462,462,sweet_berry_bush,Sweet Berry Bush,,
463,463,lantern,Lantern,,
464,464,campfire,Campfire,,
465,465,lava_cauldron,Lava Cauldron,,
466,466,jigsaw,Jigsaw Block,,
467,467,wood,Wood,,
468,468,composter,Composter,,
469,469,lit_blast_furnace,Lit Blast Furnace,,
470,470,light_block,Light Block,,
471,471,wither_rose,Wither Rose,,
472,472,stickypistonarmcollision,Sticky Piston Arm Collision,,
473,473,bee_nest,Bee Nest,,
474,474,beehive,Beehive,,
475,475,honey_block,Honey Block,,
476,476,honeycomb_block,Honeycomb Block,,
477,477,lodestone,Lodestone,,
478,478,crimson_roots,Crimson Roots,,
479,479,warped_roots,Warped Roots,,
480,480,crimson_stem,Crimson Stem,,
481,481,warped_stem,Warped Stem,,
482,482,warped_wart_block,Warped Wart Block,,
483,483,crimson_fungus,Crimson Fungus,,
484,484,warped_fungus,Warped Fungus,,
485,485,shroomlight,Shroomlight,,
486,486,weeping_vines,Weeping Vines,,
487,487,crimson_nylium,Crimson Nylium,,
488,488,warped_nylium,Warped Nylium,,
489,489,basalt,Basalt,,
490,490,polished_basalt,Polished Basalt,,
491,491,soul_soil,Soul Soil,,
492,492,soul_fire,Soul Fire,,
493,493,nether_sprouts,Nether Sprouts,,
494,494,target,Target,,
495,495,stripped_crimson_stem,Stripped Crimson Stem,,
496,496,stripped_warped_stem,Stripped Warped Stem,,
497,497,crimson_planks,Crimson Planks,,
498,498,warped_planks,Warped Planks,,
499,499,crimson_door,Crimson Door,,
500,500,warped_door,Warped Door,,
501,501,crimson_trapdoor,Crimson Trapdoor,,
502,502,warped_trapdoor,Warped Trapdoor,,
505,505,crimson_standing_sign,Crimson Sign,,
506,506,warped_standing_sign,Warped Sign,,
507,507,crimson_wall_sign,Crimson Wall Sign,,
508,508,warped_wall_sign,Warped Wall Sign,,
509,509,crimson_stairs,Crimson Stairs,,
510,510,warped_stairs,Warped Stairs,,
511,511,crimson_fence,Crimson Fence,,
512,512,warped_fence,Warped Fence,,
513,513,crimson_fence_gate,Crimson Fence Gate,,
514,514,warped_fence_gate,Warped Fence Gate,,
515,515,crimson_button,Crimson Button,,
516,516,warped_button,Warped Button,,
517,517,crimson_pressure_plate,Crimson Pressure Plate,,
518,518,warped_pressure_plate,Warped Pressure Plate,,
519,519,crimson_slab,Crimson Slab,,
520,520,warped_slab,Warped Slab,,
521,521,crimson_double_slab,Crimson Double Slab,,
522,522,warped_double_slab,Warped Double Slab,,
523,523,soul_torch,Soul Torch,,
524,524,soul_lantern,Soul Lantern,,
525,525,netherite_block,Block of Netherite,,
526,526,ancient_debris,Ancient Debris,,
527,527,respawn_anchor,Respawn Anchor,,
528,528,blackstone,Blackstone,,
529,529,polished_blackstone_bricks,Polished Blackstone Bricks,,
530,530,polished_blackstone_brick_stairs,Polished Blackstone Brick Stairs,,
531,531,blackstone_stairs,Blackstone Stairs,,
532,532,blackstone_wall,Blackstone Wall,,
533,533,polished_blackstone_brick_wall,Polished Blackstone Brick Wall,,
534,534,chiseled_polished_blackstone,Chiseled Polished Blackstone,,
535,535,cracked_polished_blackstone_bricks,Cracked Polished Blackstone Bricks,,
536,536,gilded_blackstone,Gilded Blackstone,,
537,537,blackstone_slab,Blackstone Slab,,
538,538,blackstone_double_slab,Blackstone Double Slab,,
539,539,polished_blackstone_brick_slab,Polished Blackstone Brick Slab,,
540,540,polished_blackstone_brick_double_slab,Polished Blackstone Brick Double Slab,,
541,541,chain,Chain,,
542,542,twisting_vines,Twisting Vines,,
543,543,nether_gold_ore,Nether Gold Ore,,
544,544,crying_obsidian,Crying Obsidian,,
545,545,soul_campfire,Soul Campfire,,
546,546,polished_blackstone,Polished Blackstone,,
547,547,polished_blackstone_stairs,Polished Blackstone Stairs,,
548,548,polished_blackstone_slab,Polished Blackstone Slab,,
549,549,polished_blackstone_double_slab,Polished Blackstone Double Slab,,
550,550,polished_blackstone_pressure_plate,Polished Blackstone Pressure Plate,,
551,551,polished_blackstone_button,Polished Blackstone Button,,
552,552,polished_blackstone_wall,Polished Blackstone Wall,,
553,553,warped_hyphae,Warped Hyphae,,
554,554,crimson_hyphae,Crimson Hyphae,,
555,555,stripped_crimson_hyphae,Stripped Crimson Hyphae,,
556,556,stripped_warped_hyphae,Stripped Warped Hyphae,,
557,557,chiseled_nether_bricks,Chiseled Nether Bricks,,
558,558,cracked_nether_bricks,Cracked Nether Bricks,,
559,559,quartz_bricks,Quartz Bricks,,
560,560,unknown,Unknown,,
561,561,powder_snow,Powder Snow,,
562,562,sculk_sensor,Sculk Sensor,,
563,563,pointed_dripstone,Pointed Dripstone,,
566,566,copper_ore,Copper Ore,,
567,567,lightning_rod,Lightning Rod,,
572,572,dripstone_block,Dripstone Block,,
573,573,dirt_with_roots,Rooted Dirt,,
574,574,hanging_roots,Hanging Roots,,
575,575,moss_block,Moss Block,,
576,576,spore_blossom,Spore Blossom,,
577,577,cave_vines,Cave Vines,,
578,578,big_dripleaf,Big Dripleaf,,
579,579,azalea_leaves,Azalea Leaves,,
580,580,azalea_leaves_flowered,Flowered Azalea Leaves,,
581,581,calcite,Calcite,,
582,582,amethyst_block,Amethyst Block,,
583,583,budding_amethyst,Budding Amethyst,,
584,584,amethyst_cluster,Amethyst Cluster,,
585,585,large_amethyst_bud,Large Amethyst Bud,,
586,586,medium_amethyst_bud,Medium Amethyst Bud,,
587,587,small_amethyst_bud,Small Amethyst Bud,,
588,588,tuff,Tuff,,
589,589,tinted_glass,Tinted Glass,,
590,590,moss_carpet,Moss Carpet,,
591,591,small_dripleaf_block,Small Dripleaf,,
592,592,azalea,Azalea,,
593,593,flowering_azalea,Flowering Azalea,,
594,594,glow_frame,Glow Item Frame,,
595,595,copper_block,Block of Copper,,
596,596,exposed_copper,Exposed Copper,,
597,597,weathered_copper,Weathered Copper,,
598,598,oxidized_copper,Oxidized Copper,,
599,599,waxed_copper,Waxed Block of Copper,,
600,600,waxed_exposed_copper,Waxed Exposed Copper,,
601,601,waxed_weathered_copper,Waxed Weathered Copper,,
602,602,cut_copper,Cut Copper,,
603,603,exposed_cut_copper,Exposed Cut Copper,,
604,604,weathered_cut_copper,Weathered Cut Copper,,
605,605,oxidized_cut_copper,Oxidized Cut Copper,,
606,606,waxed_cut_copper,Waxed Cut Copper,,
607,607,waxed_exposed_cut_copper,Waxed Exposed Cut Copper,,
608,608,waxed_weathered_cut_copper,Waxed Weathered Cut Copper,,
609,609,cut_copper_stairs,Cut Copper Stairs,,
610,610,exposed_cut_copper_stairs,Exposed Cut Copper Stairs,,
611,611,weathered_cut_copper_stairs,Weathered Cut Copper Stairs,,
612,612,oxidized_cut_copper_stairs,Oxidized Cut Copper Stairs,,
613,613,waxed_cut_copper_stairs,Waxed Cut Copper Stairs,,
614,614,waxed_exposed_cut_copper_stairs,Waxed Exposed Cut Copper Stairs,,
615,615,waxed_weathered_cut_copper_stairs,Waxed Weathered Cut Copper Stairs,,
616,616,cut_copper_slab,Cut Copper Slab,,
617,617,exposed_cut_copper_slab,Exposed Cut Copper Slab,,
618,618,weathered_cut_copper_slab,Weathered Cut Copper Slab,,
619,619,oxidized_cut_copper_slab,Oxidized Cut Copper Slab,,
620,620,waxed_cut_copper_slab,Waxed Cut Copper Slab,,
621,621,waxed_exposed_cut_copper_slab,Waxed Exposed Cut Copper Slab,,
622,622,waxed_weathered_cut_copper_slab,Waxed Weathered Cut Copper Slab,,
623,623,double_cut_copper_slab,Double Cut Copper Slab,,
624,624,exposed_double_cut_copper_slab,Exposed Double Cut Copper Slab,,
625,625,weathered_double_cut_copper_slab,Weathered Double Cut Copper Slab,,
626,626,oxidized_double_cut_copper_slab,Oxidized Double Cut Copper Slab,,
627,627,waxed_double_cut_copper_slab,Waxed Double Cut Copper Slab,,
628,628,waxed_exposed_double_cut_copper_slab,Waxed Exposed Double Cut Copper Slab,,
629,629,waxed_weathered_double_cut_copper_slab,Waxed Weathered Double Cut Copper Slab,,
630,630,cave_vines_body_with_berries,Cave Vines Body With Berries,,
631,631,cave_vines_head_with_berries,Cave Vines Head With Berries,,
632,632,smooth_basalt,Smooth Basalt,,
633,633,deepslate,Deepslate,,
634,634,cobbled_deepslate,Cobbled Deepslate,,
635,635,cobbled_deepslate_slab,Cobbled Deepslate Slab,,
636,636,cobbled_deepslate_stairs,Cobbled Deepslate Stairs,,
637,637,cobbled_deepslate_wall,Cobbled Deepslate Wall,,
638,638,polished_deepslate,Polished Deepslate,,
639,639,polished_deepslate_slab,Polished Deepslate Slab,,
640,640,polished_deepslate_stairs,Polished Deepslate Stairs,,
641,641,polished_deepslate_wall,Polished Deepslate Wall,,
642,642,deepslate_tiles,Deepslate Tiles,,
643,643,deepslate_tile_slab,Deepslate Tile Slab,,
644,644,deepslate_tile_stairs,Deepslate Tile Stairs,,
